BufferFrom,SlotFrom,BufferTo,SlotTo,Production,Value
IMAGINAL,SLOT1,VISUAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-VISUAL-SLOT1,NA
IMAGINAL,SLOT1,VISUAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-VISUAL-SLOT2,NA
IMAGINAL,SLOT1,VISUAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-VISUAL-SLOT3,NA
IMAGINAL,SLOT1,IMAGINAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-IMAGINAL-SLOT1,NA
IMAGINAL,SLOT1,IMAGINAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-IMAGINAL-SLOT2,NA
IMAGINAL,SLOT1,IMAGINAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-IMAGINAL-SLOT3,NA
IMAGINAL,SLOT1,GOAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-GOAL-SLOT1,-11.41035
IMAGINAL,SLOT1,GOAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-GOAL-SLOT2,-10.8524275
IMAGINAL,SLOT1,GOAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-GOAL-SLOT3,-9.456684
IMAGINAL,SLOT1,RETRIEVAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-RETRIEVAL-SLOT1,-9.658429
IMAGINAL,SLOT1,RETRIEVAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-RETRIEVAL-SLOT2,-10.44122
IMAGINAL,SLOT1,RETRIEVAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-RETRIEVAL-SLOT3,-11.19381
IMAGINAL,SLOT1,MANUAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-MANUAL-SLOT1,1.5594227
IMAGINAL,SLOT1,MANUAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-MANUAL-SLOT2,-0.5141437
IMAGINAL,SLOT1,MANUAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-MANUAL-SLOT3,-0.9948338
IMAGINAL,SLOT2,VISUAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-VISUAL-SLOT1,NA
IMAGINAL,SLOT2,VISUAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-VISUAL-SLOT2,NA
IMAGINAL,SLOT2,VISUAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-VISUAL-SLOT3,NA
IMAGINAL,SLOT2,IMAGINAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-IMAGINAL-SLOT1,NA
IMAGINAL,SLOT2,IMAGINAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-IMAGINAL-SLOT2,NA
IMAGINAL,SLOT2,IMAGINAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-IMAGINAL-SLOT3,NA
IMAGINAL,SLOT2,GOAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-GOAL-SLOT1,-10.587332
IMAGINAL,SLOT2,GOAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-GOAL-SLOT2,-11.441969
IMAGINAL,SLOT2,GOAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-GOAL-SLOT3,-11.221291
IMAGINAL,SLOT2,RETRIEVAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-RETRIEVAL-SLOT1,-11.833812
IMAGINAL,SLOT2,RETRIEVAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-RETRIEVAL-SLOT2,-9.029468
IMAGINAL,SLOT2,RETRIEVAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-RETRIEVAL-SLOT3,-6.818813
IMAGINAL,SLOT2,MANUAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-MANUAL-SLOT1,0.06361226
IMAGINAL,SLOT2,MANUAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-MANUAL-SLOT2,0.53709173
IMAGINAL,SLOT2,MANUAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-MANUAL-SLOT3,-0.068638265
IMAGINAL,SLOT3,VISUAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-VISUAL-SLOT1,NA
IMAGINAL,SLOT3,VISUAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-VISUAL-SLOT2,NA
IMAGINAL,SLOT3,VISUAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-VISUAL-SLOT3,NA
IMAGINAL,SLOT3,IMAGINAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-IMAGINAL-SLOT1,NA
IMAGINAL,SLOT3,IMAGINAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-IMAGINAL-SLOT2,NA
IMAGINAL,SLOT3,IMAGINAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-IMAGINAL-SLOT3,NA
IMAGINAL,SLOT3,GOAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-GOAL-SLOT1,-9.976448
IMAGINAL,SLOT3,GOAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-GOAL-SLOT2,-9.541045
IMAGINAL,SLOT3,GOAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-GOAL-SLOT3,-10.277744
IMAGINAL,SLOT3,RETRIEVAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-RETRIEVAL-SLOT1,-10.093218
IMAGINAL,SLOT3,RETRIEVAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-RETRIEVAL-SLOT2,-11.069772
IMAGINAL,SLOT3,RETRIEVAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-RETRIEVAL-SLOT3,-11.63985
IMAGINAL,SLOT3,MANUAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-MANUAL-SLOT1,2.5155928
IMAGINAL,SLOT3,MANUAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-MANUAL-SLOT2,0.12867731
IMAGINAL,SLOT3,MANUAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-MANUAL-SLOT3,0.13523099
GOAL,SLOT1,VISUAL,SLOT1,FROM-GOAL-SLOT1-TO-VISUAL-SLOT1,NA
GOAL,SLOT1,VISUAL,SLOT2,FROM-GOAL-SLOT1-TO-VISUAL-SLOT2,NA
GOAL,SLOT1,VISUAL,SLOT3,FROM-GOAL-SLOT1-TO-VISUAL-SLOT3,NA
GOAL,SLOT1,IMAGINAL,SLOT1,FROM-GOAL-SLOT1-TO-IMAGINAL-SLOT1,-9.625682
GOAL,SLOT1,IMAGINAL,SLOT2,FROM-GOAL-SLOT1-TO-IMAGINAL-SLOT2,-11.177267
GOAL,SLOT1,IMAGINAL,SLOT3,FROM-GOAL-SLOT1-TO-IMAGINAL-SLOT3,-10.897475
GOAL,SLOT1,GOAL,SLOT1,FROM-GOAL-SLOT1-TO-GOAL-SLOT1,NA
GOAL,SLOT1,GOAL,SLOT2,FROM-GOAL-SLOT1-TO-GOAL-SLOT2,NA
GOAL,SLOT1,GOAL,SLOT3,FROM-GOAL-SLOT1-TO-GOAL-SLOT3,NA
GOAL,SLOT1,RETRIEVAL,SLOT1,FROM-GOAL-SLOT1-TO-RETRIEVAL-SLOT1,-11.317714
GOAL,SLOT1,RETRIEVAL,SLOT2,FROM-GOAL-SLOT1-TO-RETRIEVAL-SLOT2,-10.679951
GOAL,SLOT1,RETRIEVAL,SLOT3,FROM-GOAL-SLOT1-TO-RETRIEVAL-SLOT3,-11.291948
GOAL,SLOT1,MANUAL,SLOT1,FROM-GOAL-SLOT1-TO-MANUAL-SLOT1,1.4395256
GOAL,SLOT1,MANUAL,SLOT2,FROM-GOAL-SLOT1-TO-MANUAL-SLOT2,-0.19212984
GOAL,SLOT1,MANUAL,SLOT3,FROM-GOAL-SLOT1-TO-MANUAL-SLOT3,-1.1015494
GOAL,SLOT2,VISUAL,SLOT1,FROM-GOAL-SLOT2-TO-VISUAL-SLOT1,NA
GOAL,SLOT2,VISUAL,SLOT2,FROM-GOAL-SLOT2-TO-VISUAL-SLOT2,NA
GOAL,SLOT2,VISUAL,SLOT3,FROM-GOAL-SLOT2-TO-VISUAL-SLOT3,NA
GOAL,SLOT2,IMAGINAL,SLOT1,FROM-GOAL-SLOT2-TO-IMAGINAL-SLOT1,-11.029552
GOAL,SLOT2,IMAGINAL,SLOT2,FROM-GOAL-SLOT2-TO-IMAGINAL-SLOT2,-12.618517
GOAL,SLOT2,IMAGINAL,SLOT3,FROM-GOAL-SLOT2-TO-IMAGINAL-SLOT3,-9.998364
GOAL,SLOT2,GOAL,SLOT1,FROM-GOAL-SLOT2-TO-GOAL-SLOT1,NA
GOAL,SLOT2,GOAL,SLOT2,FROM-GOAL-SLOT2-TO-GOAL-SLOT2,NA
GOAL,SLOT2,GOAL,SLOT3,FROM-GOAL-SLOT2-TO-GOAL-SLOT3,NA
GOAL,SLOT2,RETRIEVAL,SLOT1,FROM-GOAL-SLOT2-TO-RETRIEVAL-SLOT1,-10.569344
GOAL,SLOT2,RETRIEVAL,SLOT2,FROM-GOAL-SLOT2-TO-RETRIEVAL-SLOT2,-9.114164
GOAL,SLOT2,RETRIEVAL,SLOT3,FROM-GOAL-SLOT2-TO-RETRIEVAL-SLOT3,-10.16597
GOAL,SLOT2,MANUAL,SLOT1,FROM-GOAL-SLOT2-TO-MANUAL-SLOT1,1.433607
GOAL,SLOT2,MANUAL,SLOT2,FROM-GOAL-SLOT2-TO-MANUAL-SLOT2,1.8575794
GOAL,SLOT2,MANUAL,SLOT3,FROM-GOAL-SLOT2-TO-MANUAL-SLOT3,-0.30900535
GOAL,SLOT3,VISUAL,SLOT1,FROM-GOAL-SLOT3-TO-VISUAL-SLOT1,NA
GOAL,SLOT3,VISUAL,SLOT2,FROM-GOAL-SLOT3-TO-VISUAL-SLOT2,NA
GOAL,SLOT3,VISUAL,SLOT3,FROM-GOAL-SLOT3-TO-VISUAL-SLOT3,NA
GOAL,SLOT3,IMAGINAL,SLOT1,FROM-GOAL-SLOT3-TO-IMAGINAL-SLOT1,-10.422885
GOAL,SLOT3,IMAGINAL,SLOT2,FROM-GOAL-SLOT3-TO-IMAGINAL-SLOT2,-11.018535
GOAL,SLOT3,IMAGINAL,SLOT3,FROM-GOAL-SLOT3-TO-IMAGINAL-SLOT3,-10.362515
GOAL,SLOT3,GOAL,SLOT1,FROM-GOAL-SLOT3-TO-GOAL-SLOT1,NA
GOAL,SLOT3,GOAL,SLOT2,FROM-GOAL-SLOT3-TO-GOAL-SLOT2,NA
GOAL,SLOT3,GOAL,SLOT3,FROM-GOAL-SLOT3-TO-GOAL-SLOT3,NA
GOAL,SLOT3,RETRIEVAL,SLOT1,FROM-GOAL-SLOT3-TO-RETRIEVAL-SLOT1,-12.054523
GOAL,SLOT3,RETRIEVAL,SLOT2,FROM-GOAL-SLOT3-TO-RETRIEVAL-SLOT2,-9.875768
GOAL,SLOT3,RETRIEVAL,SLOT3,FROM-GOAL-SLOT3-TO-RETRIEVAL-SLOT3,-10.328874
GOAL,SLOT3,MANUAL,SLOT1,FROM-GOAL-SLOT3-TO-MANUAL-SLOT1,0.53956664
GOAL,SLOT3,MANUAL,SLOT2,FROM-GOAL-SLOT3-TO-MANUAL-SLOT2,-0.03477591
GOAL,SLOT3,MANUAL,SLOT3,FROM-GOAL-SLOT3-TO-MANUAL-SLOT3,-0.49440488
RETRIEVAL,SLOT1,VISUAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-VISUAL-SLOT1,NA
RETRIEVAL,SLOT1,VISUAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-VISUAL-SLOT2,NA
RETRIEVAL,SLOT1,VISUAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-VISUAL-SLOT3,NA
RETRIEVAL,SLOT1,IMAGINAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-IMAGINAL-SLOT1,-5.849177
RETRIEVAL,SLOT1,IMAGINAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-IMAGINAL-SLOT2,-5.938359
RETRIEVAL,SLOT1,IMAGINAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-IMAGINAL-SLOT3,-5.554663
RETRIEVAL,SLOT1,GOAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-GOAL-SLOT1,-6.1759043
RETRIEVAL,SLOT1,GOAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-GOAL-SLOT2,-6.7011924
RETRIEVAL,SLOT1,GOAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-GOAL-SLOT3,-5.9014473
RETRIEVAL,SLOT1,RETRIEVAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-RETRIEVAL-SLOT1,NA
RETRIEVAL,SLOT1,RETRIEVAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-RETRIEVAL-SLOT2,NA
RETRIEVAL,SLOT1,RETRIEVAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-RETRIEVAL-SLOT3,NA
RETRIEVAL,SLOT1,MANUAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-MANUAL-SLOT1,NIL
RETRIEVAL,SLOT1,MANUAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-MANUAL-SLOT2,NIL
RETRIEVAL,SLOT1,MANUAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-MANUAL-SLOT3,NIL
RETRIEVAL,SLOT2,VISUAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-VISUAL-SLOT1,NA
RETRIEVAL,SLOT2,VISUAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-VISUAL-SLOT2,NA
RETRIEVAL,SLOT2,VISUAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-VISUAL-SLOT3,NA
RETRIEVAL,SLOT2,IMAGINAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-IMAGINAL-SLOT1,-5.7268186
RETRIEVAL,SLOT2,IMAGINAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-IMAGINAL-SLOT2,-5.873585
RETRIEVAL,SLOT2,IMAGINAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-IMAGINAL-SLOT3,-4.712518
RETRIEVAL,SLOT2,GOAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-GOAL-SLOT1,-6.5399847
RETRIEVAL,SLOT2,GOAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-GOAL-SLOT2,-6.197825
RETRIEVAL,SLOT2,GOAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-GOAL-SLOT3,-7.401804
RETRIEVAL,SLOT2,RETRIEVAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-RETRIEVAL-SLOT1,NA
RETRIEVAL,SLOT2,RETRIEVAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-RETRIEVAL-SLOT2,NA
RETRIEVAL,SLOT2,RETRIEVAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-RETRIEVAL-SLOT3,NA
RETRIEVAL,SLOT2,MANUAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-MANUAL-SLOT1,NIL
RETRIEVAL,SLOT2,MANUAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-MANUAL-SLOT2,NIL
RETRIEVAL,SLOT2,MANUAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-MANUAL-SLOT3,NIL
RETRIEVAL,SLOT3,VISUAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-VISUAL-SLOT1,NA
RETRIEVAL,SLOT3,VISUAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-VISUAL-SLOT2,NA
RETRIEVAL,SLOT3,VISUAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-VISUAL-SLOT3,NA
RETRIEVAL,SLOT3,IMAGINAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-IMAGINAL-SLOT1,-7.4846554
RETRIEVAL,SLOT3,IMAGINAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-IMAGINAL-SLOT2,-6.129527
RETRIEVAL,SLOT3,IMAGINAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-IMAGINAL-SLOT3,-6.8720217
RETRIEVAL,SLOT3,GOAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-GOAL-SLOT1,-6.737724
RETRIEVAL,SLOT3,GOAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-GOAL-SLOT2,-7.172171
RETRIEVAL,SLOT3,GOAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-GOAL-SLOT3,-6.1129136
RETRIEVAL,SLOT3,RETRIEVAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-RETRIEVAL-SLOT1,NA
RETRIEVAL,SLOT3,RETRIEVAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-RETRIEVAL-SLOT2,NA
RETRIEVAL,SLOT3,RETRIEVAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-RETRIEVAL-SLOT3,NA
RETRIEVAL,SLOT3,MANUAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-MANUAL-SLOT1,-0.25038344
RETRIEVAL,SLOT3,MANUAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-MANUAL-SLOT2,0.26491022
RETRIEVAL,SLOT3,MANUAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-MANUAL-SLOT3,8.298388
MANUAL,SLOT1,VISUAL,SLOT1,FROM-MANUAL-SLOT1-TO-VISUAL-SLOT1,NA
MANUAL,SLOT1,VISUAL,SLOT2,FROM-MANUAL-SLOT1-TO-VISUAL-SLOT2,NA
MANUAL,SLOT1,VISUAL,SLOT3,FROM-MANUAL-SLOT1-TO-VISUAL-SLOT3,NA
MANUAL,SLOT1,IMAGINAL,SLOT1,FROM-MANUAL-SLOT1-TO-IMAGINAL-SLOT1,NA
MANUAL,SLOT1,IMAGINAL,SLOT2,FROM-MANUAL-SLOT1-TO-IMAGINAL-SLOT2,NA
MANUAL,SLOT1,IMAGINAL,SLOT3,FROM-MANUAL-SLOT1-TO-IMAGINAL-SLOT3,NA
MANUAL,SLOT1,GOAL,SLOT1,FROM-MANUAL-SLOT1-TO-GOAL-SLOT1,NA
MANUAL,SLOT1,GOAL,SLOT2,FROM-MANUAL-SLOT1-TO-GOAL-SLOT2,NA
MANUAL,SLOT1,GOAL,SLOT3,FROM-MANUAL-SLOT1-TO-GOAL-SLOT3,NA
MANUAL,SLOT1,RETRIEVAL,SLOT1,FROM-MANUAL-SLOT1-TO-RETRIEVAL-SLOT1,NA
MANUAL,SLOT1,RETRIEVAL,SLOT2,FROM-MANUAL-SLOT1-TO-RETRIEVAL-SLOT2,NA
MANUAL,SLOT1,RETRIEVAL,SLOT3,FROM-MANUAL-SLOT1-TO-RETRIEVAL-SLOT3,NA
MANUAL,SLOT1,MANUAL,SLOT1,FROM-MANUAL-SLOT1-TO-MANUAL-SLOT1,NA
MANUAL,SLOT1,MANUAL,SLOT2,FROM-MANUAL-SLOT1-TO-MANUAL-SLOT2,NA
MANUAL,SLOT1,MANUAL,SLOT3,FROM-MANUAL-SLOT1-TO-MANUAL-SLOT3,NA
MANUAL,SLOT2,VISUAL,SLOT1,FROM-MANUAL-SLOT2-TO-VISUAL-SLOT1,NA
MANUAL,SLOT2,VISUAL,SLOT2,FROM-MANUAL-SLOT2-TO-VISUAL-SLOT2,NA
MANUAL,SLOT2,VISUAL,SLOT3,FROM-MANUAL-SLOT2-TO-VISUAL-SLOT3,NA
MANUAL,SLOT2,IMAGINAL,SLOT1,FROM-MANUAL-SLOT2-TO-IMAGINAL-SLOT1,NA
MANUAL,SLOT2,IMAGINAL,SLOT2,FROM-MANUAL-SLOT2-TO-IMAGINAL-SLOT2,NA
MANUAL,SLOT2,IMAGINAL,SLOT3,FROM-MANUAL-SLOT2-TO-IMAGINAL-SLOT3,NA
MANUAL,SLOT2,GOAL,SLOT1,FROM-MANUAL-SLOT2-TO-GOAL-SLOT1,NA
MANUAL,SLOT2,GOAL,SLOT2,FROM-MANUAL-SLOT2-TO-GOAL-SLOT2,NA
MANUAL,SLOT2,GOAL,SLOT3,FROM-MANUAL-SLOT2-TO-GOAL-SLOT3,NA
MANUAL,SLOT2,RETRIEVAL,SLOT1,FROM-MANUAL-SLOT2-TO-RETRIEVAL-SLOT1,NA
MANUAL,SLOT2,RETRIEVAL,SLOT2,FROM-MANUAL-SLOT2-TO-RETRIEVAL-SLOT2,NA
MANUAL,SLOT2,RETRIEVAL,SLOT3,FROM-MANUAL-SLOT2-TO-RETRIEVAL-SLOT3,NA
MANUAL,SLOT2,MANUAL,SLOT1,FROM-MANUAL-SLOT2-TO-MANUAL-SLOT1,NA
MANUAL,SLOT2,MANUAL,SLOT2,FROM-MANUAL-SLOT2-TO-MANUAL-SLOT2,NA
MANUAL,SLOT2,MANUAL,SLOT3,FROM-MANUAL-SLOT2-TO-MANUAL-SLOT3,NA
MANUAL,SLOT3,VISUAL,SLOT1,FROM-MANUAL-SLOT3-TO-VISUAL-SLOT1,NA
MANUAL,SLOT3,VISUAL,SLOT2,FROM-MANUAL-SLOT3-TO-VISUAL-SLOT2,NA
MANUAL,SLOT3,VISUAL,SLOT3,FROM-MANUAL-SLOT3-TO-VISUAL-SLOT3,NA
MANUAL,SLOT3,IMAGINAL,SLOT1,FROM-MANUAL-SLOT3-TO-IMAGINAL-SLOT1,NA
MANUAL,SLOT3,IMAGINAL,SLOT2,FROM-MANUAL-SLOT3-TO-IMAGINAL-SLOT2,NA
MANUAL,SLOT3,IMAGINAL,SLOT3,FROM-MANUAL-SLOT3-TO-IMAGINAL-SLOT3,NA
MANUAL,SLOT3,GOAL,SLOT1,FROM-MANUAL-SLOT3-TO-GOAL-SLOT1,NA
MANUAL,SLOT3,GOAL,SLOT2,FROM-MANUAL-SLOT3-TO-GOAL-SLOT2,NA
MANUAL,SLOT3,GOAL,SLOT3,FROM-MANUAL-SLOT3-TO-GOAL-SLOT3,NA
MANUAL,SLOT3,RETRIEVAL,SLOT1,FROM-MANUAL-SLOT3-TO-RETRIEVAL-SLOT1,NA
MANUAL,SLOT3,RETRIEVAL,SLOT2,FROM-MANUAL-SLOT3-TO-RETRIEVAL-SLOT2,NA
