BufferFrom,SlotFrom,BufferTo,SlotTo,Production,Value
IMAGINAL,SLOT1,VISUAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-VISUAL-SLOT1,NA
IMAGINAL,SLOT1,VISUAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-VISUAL-SLOT2,NA
IMAGINAL,SLOT1,VISUAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-VISUAL-SLOT3,NA
IMAGINAL,SLOT1,IMAGINAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-IMAGINAL-SLOT1,NA
IMAGINAL,SLOT1,IMAGINAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-IMAGINAL-SLOT2,NA
IMAGINAL,SLOT1,IMAGINAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-IMAGINAL-SLOT3,NA
IMAGINAL,SLOT1,GOAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-GOAL-SLOT1,-1003.8313
IMAGINAL,SLOT1,GOAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-GOAL-SLOT2,-1000.3265
IMAGINAL,SLOT1,GOAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-GOAL-SLOT3,-1006.0717
IMAGINAL,SLOT1,RETRIEVAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-RETRIEVAL-SLOT1,-1006.09296
IMAGINAL,SLOT1,RETRIEVAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-RETRIEVAL-SLOT2,-1004.9999
IMAGINAL,SLOT1,RETRIEVAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-RETRIEVAL-SLOT3,-1006.7537
IMAGINAL,SLOT1,MANUAL,SLOT1,FROM-IMAGINAL-SLOT1-TO-MANUAL-SLOT1,-0.12442296
IMAGINAL,SLOT1,MANUAL,SLOT2,FROM-IMAGINAL-SLOT1-TO-MANUAL-SLOT2,0.3173642
IMAGINAL,SLOT1,MANUAL,SLOT3,FROM-IMAGINAL-SLOT1-TO-MANUAL-SLOT3,-0.06986572
IMAGINAL,SLOT2,VISUAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-VISUAL-SLOT1,NA
IMAGINAL,SLOT2,VISUAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-VISUAL-SLOT2,NA
IMAGINAL,SLOT2,VISUAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-VISUAL-SLOT3,NA
IMAGINAL,SLOT2,IMAGINAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-IMAGINAL-SLOT1,NA
IMAGINAL,SLOT2,IMAGINAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-IMAGINAL-SLOT2,NA
IMAGINAL,SLOT2,IMAGINAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-IMAGINAL-SLOT3,NA
IMAGINAL,SLOT2,GOAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-GOAL-SLOT1,-1004.32166
IMAGINAL,SLOT2,GOAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-GOAL-SLOT2,-1000.1492
IMAGINAL,SLOT2,GOAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-GOAL-SLOT3,-1000.4356
IMAGINAL,SLOT2,RETRIEVAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-RETRIEVAL-SLOT1,-1004.24664
IMAGINAL,SLOT2,RETRIEVAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-RETRIEVAL-SLOT2,-1005.40533
IMAGINAL,SLOT2,RETRIEVAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-RETRIEVAL-SLOT3,-1003.829
IMAGINAL,SLOT2,MANUAL,SLOT1,FROM-IMAGINAL-SLOT2-TO-MANUAL-SLOT1,NIL
IMAGINAL,SLOT2,MANUAL,SLOT2,FROM-IMAGINAL-SLOT2-TO-MANUAL-SLOT2,NIL
IMAGINAL,SLOT2,MANUAL,SLOT3,FROM-IMAGINAL-SLOT2-TO-MANUAL-SLOT3,NIL
IMAGINAL,SLOT3,VISUAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-VISUAL-SLOT1,NA
IMAGINAL,SLOT3,VISUAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-VISUAL-SLOT2,NA
IMAGINAL,SLOT3,VISUAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-VISUAL-SLOT3,NA
IMAGINAL,SLOT3,IMAGINAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-IMAGINAL-SLOT1,NA
IMAGINAL,SLOT3,IMAGINAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-IMAGINAL-SLOT2,NA
IMAGINAL,SLOT3,IMAGINAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-IMAGINAL-SLOT3,NA
IMAGINAL,SLOT3,GOAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-GOAL-SLOT1,-1004.174
IMAGINAL,SLOT3,GOAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-GOAL-SLOT2,-1000.50635
IMAGINAL,SLOT3,GOAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-GOAL-SLOT3,-1004.8987
IMAGINAL,SLOT3,RETRIEVAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-RETRIEVAL-SLOT1,-1006.00995
IMAGINAL,SLOT3,RETRIEVAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-RETRIEVAL-SLOT2,-1003.79156
IMAGINAL,SLOT3,RETRIEVAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-RETRIEVAL-SLOT3,-1004.4986
IMAGINAL,SLOT3,MANUAL,SLOT1,FROM-IMAGINAL-SLOT3-TO-MANUAL-SLOT1,NIL
IMAGINAL,SLOT3,MANUAL,SLOT2,FROM-IMAGINAL-SLOT3-TO-MANUAL-SLOT2,NIL
IMAGINAL,SLOT3,MANUAL,SLOT3,FROM-IMAGINAL-SLOT3-TO-MANUAL-SLOT3,NIL
GOAL,SLOT1,VISUAL,SLOT1,FROM-GOAL-SLOT1-TO-VISUAL-SLOT1,NA
GOAL,SLOT1,VISUAL,SLOT2,FROM-GOAL-SLOT1-TO-VISUAL-SLOT2,NA
GOAL,SLOT1,VISUAL,SLOT3,FROM-GOAL-SLOT1-TO-VISUAL-SLOT3,NA
GOAL,SLOT1,IMAGINAL,SLOT1,FROM-GOAL-SLOT1-TO-IMAGINAL-SLOT1,-1007.15356
GOAL,SLOT1,IMAGINAL,SLOT2,FROM-GOAL-SLOT1-TO-IMAGINAL-SLOT2,-1008.4189
GOAL,SLOT1,IMAGINAL,SLOT3,FROM-GOAL-SLOT1-TO-IMAGINAL-SLOT3,-1008.4804
GOAL,SLOT1,GOAL,SLOT1,FROM-GOAL-SLOT1-TO-GOAL-SLOT1,NA
GOAL,SLOT1,GOAL,SLOT2,FROM-GOAL-SLOT1-TO-GOAL-SLOT2,NA
GOAL,SLOT1,GOAL,SLOT3,FROM-GOAL-SLOT1-TO-GOAL-SLOT3,NA
GOAL,SLOT1,RETRIEVAL,SLOT1,FROM-GOAL-SLOT1-TO-RETRIEVAL-SLOT1,-1003.5005
GOAL,SLOT1,RETRIEVAL,SLOT2,FROM-GOAL-SLOT1-TO-RETRIEVAL-SLOT2,-1008.5848
GOAL,SLOT1,RETRIEVAL,SLOT3,FROM-GOAL-SLOT1-TO-RETRIEVAL-SLOT3,-1008.4168
GOAL,SLOT1,MANUAL,SLOT1,FROM-GOAL-SLOT1-TO-MANUAL-SLOT1,NIL
GOAL,SLOT1,MANUAL,SLOT2,FROM-GOAL-SLOT1-TO-MANUAL-SLOT2,NIL
GOAL,SLOT1,MANUAL,SLOT3,FROM-GOAL-SLOT1-TO-MANUAL-SLOT3,NIL
GOAL,SLOT2,VISUAL,SLOT1,FROM-GOAL-SLOT2-TO-VISUAL-SLOT1,NA
GOAL,SLOT2,VISUAL,SLOT2,FROM-GOAL-SLOT2-TO-VISUAL-SLOT2,NA
GOAL,SLOT2,VISUAL,SLOT3,FROM-GOAL-SLOT2-TO-VISUAL-SLOT3,NA
GOAL,SLOT2,IMAGINAL,SLOT1,FROM-GOAL-SLOT2-TO-IMAGINAL-SLOT1,-1008.5375
GOAL,SLOT2,IMAGINAL,SLOT2,FROM-GOAL-SLOT2-TO-IMAGINAL-SLOT2,-1008.78174
GOAL,SLOT2,IMAGINAL,SLOT3,FROM-GOAL-SLOT2-TO-IMAGINAL-SLOT3,-1008.4701
GOAL,SLOT2,GOAL,SLOT1,FROM-GOAL-SLOT2-TO-GOAL-SLOT1,NA
GOAL,SLOT2,GOAL,SLOT2,FROM-GOAL-SLOT2-TO-GOAL-SLOT2,NA
GOAL,SLOT2,GOAL,SLOT3,FROM-GOAL-SLOT2-TO-GOAL-SLOT3,NA
GOAL,SLOT2,RETRIEVAL,SLOT1,FROM-GOAL-SLOT2-TO-RETRIEVAL-SLOT1,-1007.56274
GOAL,SLOT2,RETRIEVAL,SLOT2,FROM-GOAL-SLOT2-TO-RETRIEVAL-SLOT2,-1008.9309
GOAL,SLOT2,RETRIEVAL,SLOT3,FROM-GOAL-SLOT2-TO-RETRIEVAL-SLOT3,-1008.26514
GOAL,SLOT2,MANUAL,SLOT1,FROM-GOAL-SLOT2-TO-MANUAL-SLOT1,NIL
GOAL,SLOT2,MANUAL,SLOT2,FROM-GOAL-SLOT2-TO-MANUAL-SLOT2,NIL
GOAL,SLOT2,MANUAL,SLOT3,FROM-GOAL-SLOT2-TO-MANUAL-SLOT3,NIL
GOAL,SLOT3,VISUAL,SLOT1,FROM-GOAL-SLOT3-TO-VISUAL-SLOT1,NA
GOAL,SLOT3,VISUAL,SLOT2,FROM-GOAL-SLOT3-TO-VISUAL-SLOT2,NA
GOAL,SLOT3,VISUAL,SLOT3,FROM-GOAL-SLOT3-TO-VISUAL-SLOT3,NA
GOAL,SLOT3,IMAGINAL,SLOT1,FROM-GOAL-SLOT3-TO-IMAGINAL-SLOT1,-1007.0026
GOAL,SLOT3,IMAGINAL,SLOT2,FROM-GOAL-SLOT3-TO-IMAGINAL-SLOT2,-1007.5933
GOAL,SLOT3,IMAGINAL,SLOT3,FROM-GOAL-SLOT3-TO-IMAGINAL-SLOT3,-1007.77344
GOAL,SLOT3,GOAL,SLOT1,FROM-GOAL-SLOT3-TO-GOAL-SLOT1,NA
GOAL,SLOT3,GOAL,SLOT2,FROM-GOAL-SLOT3-TO-GOAL-SLOT2,NA
GOAL,SLOT3,GOAL,SLOT3,FROM-GOAL-SLOT3-TO-GOAL-SLOT3,NA
GOAL,SLOT3,RETRIEVAL,SLOT1,FROM-GOAL-SLOT3-TO-RETRIEVAL-SLOT1,-1007.5692
GOAL,SLOT3,RETRIEVAL,SLOT2,FROM-GOAL-SLOT3-TO-RETRIEVAL-SLOT2,-1004.86896
GOAL,SLOT3,RETRIEVAL,SLOT3,FROM-GOAL-SLOT3-TO-RETRIEVAL-SLOT3,-1006.51294
GOAL,SLOT3,MANUAL,SLOT1,FROM-GOAL-SLOT3-TO-MANUAL-SLOT1,0.03160169
GOAL,SLOT3,MANUAL,SLOT2,FROM-GOAL-SLOT3-TO-MANUAL-SLOT2,-0.23938206
GOAL,SLOT3,MANUAL,SLOT3,FROM-GOAL-SLOT3-TO-MANUAL-SLOT3,1.5804328
RETRIEVAL,SLOT1,VISUAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-VISUAL-SLOT1,NA
RETRIEVAL,SLOT1,VISUAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-VISUAL-SLOT2,NA
RETRIEVAL,SLOT1,VISUAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-VISUAL-SLOT3,NA
RETRIEVAL,SLOT1,IMAGINAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-IMAGINAL-SLOT1,-1007.9985
RETRIEVAL,SLOT1,IMAGINAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-IMAGINAL-SLOT2,-1008.0897
RETRIEVAL,SLOT1,IMAGINAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-IMAGINAL-SLOT3,-1007.4757
RETRIEVAL,SLOT1,GOAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-GOAL-SLOT1,-1008.3368
RETRIEVAL,SLOT1,GOAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-GOAL-SLOT2,-1007.8036
RETRIEVAL,SLOT1,GOAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-GOAL-SLOT3,-1007.83185
RETRIEVAL,SLOT1,RETRIEVAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-RETRIEVAL-SLOT1,NA
RETRIEVAL,SLOT1,RETRIEVAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-RETRIEVAL-SLOT2,NA
RETRIEVAL,SLOT1,RETRIEVAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-RETRIEVAL-SLOT3,NA
RETRIEVAL,SLOT1,MANUAL,SLOT1,FROM-RETRIEVAL-SLOT1-TO-MANUAL-SLOT1,NIL
RETRIEVAL,SLOT1,MANUAL,SLOT2,FROM-RETRIEVAL-SLOT1-TO-MANUAL-SLOT2,NIL
RETRIEVAL,SLOT1,MANUAL,SLOT3,FROM-RETRIEVAL-SLOT1-TO-MANUAL-SLOT3,NIL
RETRIEVAL,SLOT2,VISUAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-VISUAL-SLOT1,NA
RETRIEVAL,SLOT2,VISUAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-VISUAL-SLOT2,NA
RETRIEVAL,SLOT2,VISUAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-VISUAL-SLOT3,NA
RETRIEVAL,SLOT2,IMAGINAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-IMAGINAL-SLOT1,-1007.17163
RETRIEVAL,SLOT2,IMAGINAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-IMAGINAL-SLOT2,-1007.0561
RETRIEVAL,SLOT2,IMAGINAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-IMAGINAL-SLOT3,-1008.11084
RETRIEVAL,SLOT2,GOAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-GOAL-SLOT1,-1006.8041
RETRIEVAL,SLOT2,GOAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-GOAL-SLOT2,-1007.6843
RETRIEVAL,SLOT2,GOAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-GOAL-SLOT3,-1008.03564
RETRIEVAL,SLOT2,RETRIEVAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-RETRIEVAL-SLOT1,NA
RETRIEVAL,SLOT2,RETRIEVAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-RETRIEVAL-SLOT2,NA
RETRIEVAL,SLOT2,RETRIEVAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-RETRIEVAL-SLOT3,NA
RETRIEVAL,SLOT2,MANUAL,SLOT1,FROM-RETRIEVAL-SLOT2-TO-MANUAL-SLOT1,NIL
RETRIEVAL,SLOT2,MANUAL,SLOT2,FROM-RETRIEVAL-SLOT2-TO-MANUAL-SLOT2,NIL
RETRIEVAL,SLOT2,MANUAL,SLOT3,FROM-RETRIEVAL-SLOT2-TO-MANUAL-SLOT3,NIL
RETRIEVAL,SLOT3,VISUAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-VISUAL-SLOT1,NA
RETRIEVAL,SLOT3,VISUAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-VISUAL-SLOT2,NA
RETRIEVAL,SLOT3,VISUAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-VISUAL-SLOT3,NA
RETRIEVAL,SLOT3,IMAGINAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-IMAGINAL-SLOT1,-1007.42346
RETRIEVAL,SLOT3,IMAGINAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-IMAGINAL-SLOT2,-1008.411
RETRIEVAL,SLOT3,IMAGINAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-IMAGINAL-SLOT3,-1007.36774
RETRIEVAL,SLOT3,GOAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-GOAL-SLOT1,-1008.5233
RETRIEVAL,SLOT3,GOAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-GOAL-SLOT2,-1007.69244
RETRIEVAL,SLOT3,GOAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-GOAL-SLOT3,-1007.8483
RETRIEVAL,SLOT3,RETRIEVAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-RETRIEVAL-SLOT1,NA
RETRIEVAL,SLOT3,RETRIEVAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-RETRIEVAL-SLOT2,NA
RETRIEVAL,SLOT3,RETRIEVAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-RETRIEVAL-SLOT3,NA
RETRIEVAL,SLOT3,MANUAL,SLOT1,FROM-RETRIEVAL-SLOT3-TO-MANUAL-SLOT1,-193.07327
RETRIEVAL,SLOT3,MANUAL,SLOT2,FROM-RETRIEVAL-SLOT3-TO-MANUAL-SLOT2,-0.6026994
RETRIEVAL,SLOT3,MANUAL,SLOT3,FROM-RETRIEVAL-SLOT3-TO-MANUAL-SLOT3,9.954838
MANUAL,SLOT1,VISUAL,SLOT1,FROM-MANUAL-SLOT1-TO-VISUAL-SLOT1,NA
MANUAL,SLOT1,VISUAL,SLOT2,FROM-MANUAL-SLOT1-TO-VISUAL-SLOT2,NA
MANUAL,SLOT1,VISUAL,SLOT3,FROM-MANUAL-SLOT1-TO-VISUAL-SLOT3,NA
MANUAL,SLOT1,IMAGINAL,SLOT1,FROM-MANUAL-SLOT1-TO-IMAGINAL-SLOT1,NA
MANUAL,SLOT1,IMAGINAL,SLOT2,FROM-MANUAL-SLOT1-TO-IMAGINAL-SLOT2,NA
MANUAL,SLOT1,IMAGINAL,SLOT3,FROM-MANUAL-SLOT1-TO-IMAGINAL-SLOT3,NA
MANUAL,SLOT1,GOAL,SLOT1,FROM-MANUAL-SLOT1-TO-GOAL-SLOT1,NA
MANUAL,SLOT1,GOAL,SLOT2,FROM-MANUAL-SLOT1-TO-GOAL-SLOT2,NA
MANUAL,SLOT1,GOAL,SLOT3,FROM-MANUAL-SLOT1-TO-GOAL-SLOT3,NA
MANUAL,SLOT1,RETRIEVAL,SLOT1,FROM-MANUAL-SLOT1-TO-RETRIEVAL-SLOT1,NA
MANUAL,SLOT1,RETRIEVAL,SLOT2,FROM-MANUAL-SLOT1-TO-RETRIEVAL-SLOT2,NA
MANUAL,SLOT1,RETRIEVAL,SLOT3,FROM-MANUAL-SLOT1-TO-RETRIEVAL-SLOT3,NA
MANUAL,SLOT1,MANUAL,SLOT1,FROM-MANUAL-SLOT1-TO-MANUAL-SLOT1,NA
MANUAL,SLOT1,MANUAL,SLOT2,FROM-MANUAL-SLOT1-TO-MANUAL-SLOT2,NA
MANUAL,SLOT1,MANUAL,SLOT3,FROM-MANUAL-SLOT1-TO-MANUAL-SLOT3,NA
MANUAL,SLOT2,VISUAL,SLOT1,FROM-MANUAL-SLOT2-TO-VISUAL-SLOT1,NA
MANUAL,SLOT2,VISUAL,SLOT2,FROM-MANUAL-SLOT2-TO-VISUAL-SLOT2,NA
MANUAL,SLOT2,VISUAL,SLOT3,FROM-MANUAL-SLOT2-TO-VISUAL-SLOT3,NA
MANUAL,SLOT2,IMAGINAL,SLOT1,FROM-MANUAL-SLOT2-TO-IMAGINAL-SLOT1,NA
MANUAL,SLOT2,IMAGINAL,SLOT2,FROM-MANUAL-SLOT2-TO-IMAGINAL-SLOT2,NA
MANUAL,SLOT2,IMAGINAL,SLOT3,FROM-MANUAL-SLOT2-TO-IMAGINAL-SLOT3,NA
MANUAL,SLOT2,GOAL,SLOT1,FROM-MANUAL-SLOT2-TO-GOAL-SLOT1,NA
MANUAL,SLOT2,GOAL,SLOT2,FROM-MANUAL-SLOT2-TO-GOAL-SLOT2,NA
MANUAL,SLOT2,GOAL,SLOT3,FROM-MANUAL-SLOT2-TO-GOAL-SLOT3,NA
MANUAL,SLOT2,RETRIEVAL,SLOT1,FROM-MANUAL-SLOT2-TO-RETRIEVAL-SLOT1,NA
MANUAL,SLOT2,RETRIEVAL,SLOT2,FROM-MANUAL-SLOT2-TO-RETRIEVAL-SLOT2,NA
MANUAL,SLOT2,RETRIEVAL,SLOT3,FROM-MANUAL-SLOT2-TO-RETRIEVAL-SLOT3,NA
MANUAL,SLOT2,MANUAL,SLOT1,FROM-MANUAL-SLOT2-TO-MANUAL-SLOT1,NA
MANUAL,SLOT2,MANUAL,SLOT2,FROM-MANUAL-SLOT2-TO-MANUAL-SLOT2,NA
MANUAL,SLOT2,MANUAL,SLOT3,FROM-MANUAL-SLOT2-TO-MANUAL-SLOT3,NA
MANUAL,SLOT3,VISUAL,SLOT1,FROM-MANUAL-SLOT3-TO-VISUAL-SLOT1,NA
MANUAL,SLOT3,VISUAL,SLOT2,FROM-MANUAL-SLOT3-TO-VISUAL-SLOT2,NA
MANUAL,SLOT3,VISUAL,SLOT3,FROM-MANUAL-SLOT3-TO-VISUAL-SLOT3,NA
MANUAL,SLOT3,IMAGINAL,SLOT1,FROM-MANUAL-SLOT3-TO-IMAGINAL-SLOT1,NA
MANUAL,SLOT3,IMAGINAL,SLOT2,FROM-MANUAL-SLOT3-TO-IMAGINAL-SLOT2,NA
MANUAL,SLOT3,IMAGINAL,SLOT3,FROM-MANUAL-SLOT3-TO-IMAGINAL-SLOT3,NA
MANUAL,SLOT3,GOAL,SLOT1,FROM-MANUAL-SLOT3-TO-GOAL-SLOT1,NA
MANUAL,SLOT3,GOAL,SLOT2,FROM-MANUAL-SLOT3-TO-GOAL-SLOT2,NA
MANUAL,SLOT3,GOAL,SLOT3,FROM-MANUAL-SLOT3-TO-GOAL-SLOT3,NA
MANUAL,SLOT3,RETRIEVAL,SLOT1,FROM-MANUAL-SLOT3-TO-RETRIEVAL-SLOT1,NA
MANUAL,SLOT3,RETRIEVAL,SLOT2,FROM-MANUAL-SLOT3-TO-RETRIEVAL-SLOT2,NA
